cell_length,89106_muR,89106_sigmaR,138683_muR,138683_sigmaR,184205_muR,184205_sigmaR,238915_muR,238915_sigmaR,278988_muR,278988_sigmaR,317503_muR,317503_sigmaR,361200_muR,361200_sigmaR,390696_muR,390696_sigmaR,419261_muR,419261_sigmaR,478731_muR,478731_sigmaR,529635_muR,529635_sigmaR,582479_muR,582479_sigmaR,609415_muR,609415_sigmaR,675535_muR,675535_sigmaR,857741_muR,857741_sigmaR,1050621_muR,1050621_sigmaR,1141084_muR,1141084_sigmaR,1247573_muR,1247573_sigmaR,1294874_muR,1294874_sigmaR,1343534_muR,1343534_sigmaR,1381955_muR,1381955_sigmaR,1434983_muR,1434983_sigmaR,1490213_muR,1490213_sigmaR,1544332_muR,1544332_sigmaR,1637533_muR,1637533_sigmaR,1691393_muR,1691393_sigmaR,1770230_muR,1770230_sigmaR,1843762_muR,1843762_sigmaR,1893823_muR,1893823_sigmaR,1939174_muR,1939174_sigmaR,2011787_muR,2011787_sigmaR,2068333_muR,2068333_sigmaR,2089891_muR,2089891_sigmaR,2119822_muR,2119822_sigmaR,2167711_muR,2167711_sigmaR,2228702_muR,2228702_sigmaR,2290211_muR,2290211_sigmaR,2358096_muR,2358096_sigmaR,2407106_muR,2407106_sigmaR,2476628_muR,2476628_sigmaR,2591047_muR,2591047_sigmaR,2700020_muR,2700020_sigmaR,2778037_muR,2778037_sigmaR,2818831_muR,2818831_sigmaR,2860445_muR,2860445_sigmaR,2887493_muR,2887493_sigmaR,2947724_muR,2947724_sigmaR,2995043_muR,2995043_sigmaR,3042391_muR,3042391_sigmaR,3059496_muR,3059496_sigmaR,3147273_muR,3147273_sigmaR,3186006_muR,3186006_sigmaR,3238409_muR,3238409_sigmaR,3322004_muR,3322004_sigmaR,3365537_muR,3365537_sigmaR,3418776_muR,3418776_sigmaR,3525463_muR,3525463_sigmaR,3563721_muR,3563721_sigmaR,3720965_muR,3720965_sigmaR,3817644_muR,3817644_sigmaR,3960236_muR,3960236_sigmaR,4158275_muR,4158275_sigmaR,4227578_muR,4227578_sigmaR,4252177_muR,4252177_sigmaR,4326932_muR,4326932_sigmaR,4362293_muR,4362293_sigmaR,4427841_muR,4427841_sigmaR,4569174_muR,4569174_sigmaR
1.88028772432352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579969525061447,0.0331618504620825,0.0922952379933548,0.0700173753028318,0.115330796109495,0.086611188364653,0.0850930453239276,0.0817371740009692,0.111160825636777,0.0830147948891163,0.0885531736444268,0.0773015522069565,0.11185664039296,0.0824758467005497,0.0699104002456001,0.0670888726339464,0.040632813479379,0.0741071187602179,0.0699104002456001,0.0690738209316572,0.0885531736444268,0.0759777851661038,0.0496623275859076,0.0719399088700961,0.148986982757723,0.0453234078854477,NaN,NaN
1.92983488904096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468616180898611,0.0289975398345084,0.0741072170911849,0.0467885492344623,0.0971528820982682,0.0725506301866462,0.113659335296314,0.0874793945351217,0.0900985185782763,0.0823932679504503,0.109549799178273,0.0818571355654764,0.090106738094329,0.0774672647798193,0.108749511493156,0.0831138925118818,0.0745710935953068,0.0672803929180486,0.0511672466036624,0.072220575708375,0.0714639646955023,0.0690952881219659,0.090106738094329,0.077165870351499,0.0662164367812101,0.0716058500968559,0.13243287356242,0.0507146415353875,NaN,NaN
1.98185131119398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421377324971337,0.0195375249165804,0.00369613649639729,0.0306778650639647,0.0937232361797223,0.0594167476495769,0.103105693344257,0.0723936466197757,0.100391311501544,0.0766903515004377,0.113659335296314,0.0889681585739034,0.0967724829174079,0.0836091033066721,0.103105693344257,0.0835544233230444,0.0932138669941334,0.0783555192437564,0.108749511493156,0.084354893659735,0.0745710935953068,0.0686152722185989,0.0571869226746815,0.0752923567875424,0.0714639646955023,0.0704890964183168,0.090106738094329,0.0799753130949597,0.0722361128522293,0.0742825775780064,0.117383683384873,0.0618802481081455,NaN,NaN
2.03174849280555,0.0361180564261146,0.0260371605934323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403926756974578,0.02726395967787,0.0782557889232484,0.0430261198370736,0.0369613649639729,0.0611742292499913,0.146833070014898,0.0880864098651829,0.0676631112571688,0.0778170222720164,0.103629740904819,0.0789808967919092,0.10697349204359,0.0911074126898726,0.0934355007478421,0.0839245838103128,0.0708851641741768,0.0845991862375495,0.0869996091945245,0.0805598537349125,0.105642382593351,0.0845832946118588,0.0807853513949157,0.0706027959461536,0.0722361128522293,0.0733938546415693,0.0714639646955023,0.0726134602844525,0.0838924802947201,0.0812524228109263,0.0963148171363057,0.0739750377718996,0.0993246551718152,0.0649052825342213,0.086995428759217,0.0702995637163399
2.08224668372979,0.0782557889232484,0.0539167650757225,0.00310712889980445,0.0304344148008462,0.0579969525061447,0.024597033053212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257764233360643,0.0249889817418879,0.0354425820870884,0.0220287963586632,0.0776782224951112,0.0552177168453305,0.105344331242834,0.067473764736755,0.0406575014603701,0.092685952793966,0.146833070014898,0.0903951645726308,0.0676631112571688,0.0790016754817486,0.0971528820982682,0.080361528622957,0.10697349204359,0.0921921656245554,0.0900985185782763,0.0836396009767398,0.0676631112571688,0.0853100974025535,0.090106738094329,0.0801800963695258,0.118070898192569,0.0859842195209309,0.0807853513949157,0.071535576076927,0.0752459508877388,0.077232772354482,0.0714639646955023,0.0741351345404722,0.0838924802947201,0.0803497085153946,0.0842754649942675,0.0761653291033479,0.117383683384873,0.0675394030711712,0.086995428759217,0.0744050753806943
2.13411338058236,0.123403359455892,0.082988187258911,0.0403926756974578,0.0601518336427493,0.103105693344257,0.051564723946029,0.0299221072118927,0.0260488718908538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782557889232484,0,0.0259074352262049,0.0226033833985968,0.0515528466721286,0.0521509269606947,0.0676631112571688,0.0456567805711098,0.114963769292765,0.0834858316305807,0.0902951410652866,0.0720862189853421,0.0665304569351511,0.0925985136794534,0.159329501505528,0.0898263366499957,0.0708851641741768,0.080966954093581,0.0647685880655121,0.083697921070004,0.113659335296314,0.0930373078623808,0.0934355007478421,0.0830037713346241,0.0644410583401607,0.0843462156851812,0.0869996091945246,0.0802111618881044,0.0869996091945246,0.0880779216336607,0.0807853513949157,0.0727255498763421,0.0782557889232484,0.076821318612548,0.0652497068958934,0.0743659062829753,0.0807853513949157,0.0817244048928832,0.0842754649942675,0.07435490885118,0.13544271159793,0.066176829226926,0.083773375842209,0.0747233106574228
2.18580869278412,0.126413197491401,0.0854551825673079,0.0776782224951112,0.0897416688976449,0.144992381265362,0.0784464702259132,0.0748052680297317,0.0457324595329664,0.02796416009824,0.0228055878901049,0.027088542319586,0.0213221475548392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041422993614658,0.0162885272901163,0.00310712889980445,0.0224018641282862,0.123403359455892,0.0223283940875206,0.0518148704524097,0.0454242190860452,0.0676631112571688,0.0793827855816706,0.0934395345932331,0.0709982194609574,0.11185664039296,0.0850190669052747,0.0812656269587579,0.0729307696154218,0.0369613649639729,0.0931060617755272,0.171825932996157,0.0899280981786921,0.0998836404272492,0.0804240698681434,0.0712454468720633,0.0822496471160803,0.127031021801763,0.0928610626415049,0.0667396433913158,0.0838437838350997,0.0644410583401607,0.0839929534125174,0.0932138669941334,0.0790144081424753,0.0869996091945246,0.0879584677514196,0.0714639646955023,0.0741665052098736,0.0812656269587579,0.0784545356985196,0.0559283201964801,0.0750720466864157,0.102535253693547,0.0789220730811581,0.0812656269587579,0.0772441406077894,0.162531253917516,0.0649749705425271,0.0773292700081929,0.0760335290306028
2.23670964585965,0.138452549633439,0.0855408703468559,0.114963769292765,0.0893972964615913,0.13210416959733,0.0806839738356574,0.113704007405192,0.066292675102933,0.0559283201964801,0.0463380266931951,0.060196760710191,0.0429229250429678,0.0404755892483359,0.0248015935356985,0.0372855467976534,0.0250912050788833,0.0714639646955023,0.0203519894993272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559283201964801,0.0113928059659496,0.0310712889980445,0.026551236890779,0.0690383226910967,0.0397322547971551,0.0248570311984356,0.0458978879461112,0.174570606059554,0.0444448404567643,0.0712454468720633,0.0703552150877861,0.0644410583401607,0.0816484474432764,0.083773375842209,0.0742970664631308,0.102535253693547,0.086858566834994,0.0752459508877388,0.0738978603617328,0.0628343204387539,0.0924837122482502,0.184322364486787,0.0887316653347095,0.0966615875102411,0.0811780050992177,0.074483876275339,0.0821073809753153,0.123688100175401,0.0930363155967176,0.06340266122175,0.0836165441962306,0.0676631112571688,0.0836950145790532,0.0963209958939379,0.0818099506553743,0.0714639646955023,0.087682941695648,0.0683568357956979,0.0747394341108505,0.0782557889232484,0.0782304732393766,0.0590354490962845,0.074987392903408,0.0963209958939379,0.080675177753902,0.0842754649942675,0.0780114482835064,0.165541091953025,0.0646694699647319,0.0773292700081929,0.0767028945174413
2.28628689764183,0.144472225704459,0.0848656127323364,0.11185664039296,0.0899363307230772,0.13210416959733,0.0802418934987062,0.125672850289949,0.0596656058612876,0.0838924802947201,0.0685737582234599,0.0902951410652866,0.0655290366830282,0.0747241647661585,0.0500948264639079,0.0807853513949157,0.0518276212552969,0.133606542691591,0.0491559821427873,0.00300983803550955,0.0314086809982308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00310712889980445,0.028149535776574,0.0869996091945246,0.0359732596799307,0.0559283201964801,0.0538519258649317,0.0828459872293161,0.0641839184171847,0.0497140623968712,0.0699543599479596,0.13544271159793,0.0672541984196621,0.0712454468720633,0.0720113546832375,0.0547748995891366,0.0817911935479305,0.0805513229252009,0.0773462287849205,0.0994281247937423,0.0881997271410357,0.0782557889232484,0.0739552495590441,0.0369613649639729,0.093707825738467,0.18119825661413,0.0885365587469447,0.103105693344257,0.0797289015928048,0.100391311501544,0.0814427075079456,0.117002256922677,0.092161989520163,0.0533917147130526,0.084590057737889,0.0805513229252009,0.0839971704360652,0.0994281247937423,0.0814298482110741,0.11185664039296,0.085327984382354,0.0590354490962845,0.0759204706131259,0.0692262748167197,0.0791385049829895,0.0559283201964801,0.0754347072495283,0.105642382593351,0.076661068509116,0.0722361128522293,0.0822522211027129,0.156511577846497,0.0730496611461135,0.0741072170911849,0.0768723988451599
2.33661821678101,0.159521415882006,0.0849228378298748,0.114963769292765,0.0908588271624469,0.135326222514338,0.0812404027694482,0.125672850289949,0.0635318700139965,0.0590354490962845,0.0714558064624942,0.0963148171363057,0.0674695396916389,0.108972740283981,0.0749268837875661,0.114963769292765,0.0775504323071024,0.19574912068768,0.0769187102431685,0.0571869226746815,0.0590569242673218,0.0499857259625185,0.0272917203612595,0.0372855467976534,0.025804082951535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062142577996089,0.0593840255166942,0.124285155992178,0.0596037280874649,0.0590354490962845,0.0825425944497958,0.0483268258837677,0.0733425418548084,0.0683568357956979,0.0714058755585198,0.129423035526911,0.0725812703790502,0.0647685880655121,0.07384791127423,0.0418866879211045,0.0829297316722092,0.0773292700081929,0.0791725829822234,0.0932138669941335,0.0888178821766451,0.0782557889232484,0.0722309747976016,0.0369613649639729,0.0943040748248158,0.178074148741472,0.089321109847159,0.0741072170911849,0.0803827199420373,0.090676023291717,0.0822199080593076,0.110316413669952,0.0912966399902489,0.0767505899000132,0.0840982857900948,0.115993905012289,0.0819401192993042,0.105642382593351,0.0837684785145899,0.11185664039296,0.0861361528435171,0.0652497068958934,0.074932675950195,0.0752459508877388,0.0793209590842993,0.062142577996089,0.0739131603871992,0.090106738094329,0.0803238607823325,0.0902951410652866,0.0771265985605397,0.141462387668949,0.0746517112115463,0.0805513229252009,0.0749900930557803
